NU,0+67+68
NY591825,67
NY591826,67
NY591827,67
NY591828,67
NY591829,67
NY592820,67
NY592821,67
NY592822,67
NY592823,67
NY592824,67
NY592825,67
NY592826,67
NY592827,67
NY592828,67
NY592829,67
NY593820,67
NY593821,67
NY593822,67
NY593823,67
NY593824,67
NY593825,67
NY593826,67
NY593827,67
NY593828,67
NY593829,67
NY594820,67
NY594821,67
NY594822,67
NY594823,67
NY594824,67
NY594825,67
NY594826,67
NY594827,67
NY594828,67
NY594829,67
NY595820,67
NY595821,67
NY595822,67
NY595823,67
NY595824,67
NY595825,67
NY595826,67
NY595827,67
NY595828,67
NY595829,67
NY596820,67
NY596821,67
NY596822,67
NY596823,67
NY596824,67
NY596825,67
NY596826,67
NY596827,67
NY596828,67
NY596829,67
NY597820,67
NY597821,67
NY597822,67
NY597823,67
NY597824,67
NY597825,67
NY597826,67
NY597827,67
NY597828,67
NY597829,67
NY598820,67
NY598821,67
NY598822,67
NY598823,67
NY598824,67
NY598825,67
NY598826,67
NY598827,67
NY598828,67
NY598829,67
NY599820,67
NY599821,67
NY599822,67
NY599823,67
NY599824,67
NY599825,67
NY599826,67
NY599827,67
NY599828,67
NY599829,67
NY5983,67
NY58X,67
NY58Y,67
NY58Z,67
NY59,67+80
NY59SE,67+80
NY59NE,67+80
NY59Q,67+80
NY5690,67+80
NY565900,67+80
NY566900,67+80
NY566901,67+80
NY567900,67
NY567901,67+80
NY567902,67+80
NY567903,67+80
NY568900,67
NY568901,67
NY568902,67
NY568903,67+80
NY568904,67+80
NY568905,67+80
NY569900,67
NY569901,67
NY569902,67
NY569903,67
NY569904,67
NY569905,67+80
NY569906,67+80
NY569907,67+80
NY5790,67+80
NY570900,67
NY570901,67
NY570902,67
NY570903,67
NY570904,67
NY570905,67
NY570906,67
NY570907,67+80
NY570908,67+80
NY570909,67+80
NY571900,67
NY571901,67
NY571902,67
NY571903,67
NY571904,67
NY571905,67
NY571906,67
NY571907,67
NY571908,67
NY571909,67+80
NY572900,67
NY572901,67
NY572902,67
NY572903,67
NY572904,67
NY572905,67
NY572906,67
NY572907,67
NY572908,67
NY572909,67
NY573900,67
NY573901,67
NY573902,67
NY573903,67
NY573904,67
NY573905,67
NY573906,67
NY573907,67
NY573908,67
NY573909,67
NY574900,67
NY574901,67
NY574902,67
NY574903,67
NY574904,67
NY574905,67
NY574906,67
NY574907,67
NY574908,67
NY574909,67
NY575900,67
NY575901,67
NY575902,67
NY575903,67
NY575904,67
NY575905,67
NY575906,67
NY575907,67
NY575908,67
NY575909,67
NY576900,67
NY576901,67
NY576902,67
NY576903,67
NY576904,67
NY576905,67
NY576906,67
NY576907,67
NY576908,67
NY576909,67
NY577900,67
NY577901,67
NY577902,67
NY577903,67
NY577904,67
NY577905,67
NY577906,67
NY577907,67
NY577908,67
NY577909,67
NY578900,67
NY578901,67
NY578902,67
NY578903,67
NY578904,67
NY578905,67
NY578906,67
NY578907,67
NY578908,67
NY578909,67
NY579900,67
NY579901,67
NY579902,67
NY579903,67
NY579904,67
NY579905,67
NY579906,67
NY579907,67
NY579908,67
NY579909,67
NY5791,67+80
NY571910,67+80
NY571911,67+80
NY572910,67
NY572911,67+80
NY572912,67+80
NY572913,67+80
NY573910,67
NY573911,67
NY573912,67
NY573913,67+80
NY573914,67+80
NY573915,67+80
NY574910,67
NY574911,67
NY574912,67
NY574913,67
NY574914,67
NY574915,67+80
NY574916,67+80
NY574917,67+80
NY574918,67+80
NY575910,67
NY575911,67
NY575912,67
NY575913,67
NY575914,67
NY575915,67
NY575916,67
NY575917,67
NY575918,67+80
NY575919,67+80
NY576910,67
NY576911,67
NY576912,67
NY576913,67
NY576914,67
NY576915,67
NY576916,67
NY576917,67
NY576918,67
NY576919,67
NY577910,67
NY577911,67
NY577912,67
NY577913,67
NY577914,67
NY577915,67
NY577916,67
NY577917,67
NY577918,67
NY577919,67
NY578910,67
NY578911,67
NY578912,67
NY578913,67
NY578914,67
NY578915,67
NY578916,67
NY578917,67
NY578918,67
NY578919,67
NY579910,67
NY579911,67
NY579912,67
NY579913,67
NY579914,67
NY579915,67
NY579916,67
NY579917,67
NY579918,67
NY579919,67+80
NY59R,67+80
NY5792,67+80
NY575920,67+80
NY576920,67+80
NY576921,67+80
NY577920,67+80
NY577921,67+80
NY578920,67+80
NY579920,67+80
NY59V,67+80
NY5890,67
NY5891,67+80
NY580910,67
NY580911,67
NY580912,67
NY580913,67
NY580914,67
NY580915,67
NY580916,67
NY580917,67
NY580918,67
NY580919,67+80
NY581910,67
NY581911,67
NY581912,67
NY581913,67
NY581914,67
NY581915,67
NY581916,67
NY581917,67
NY581918,67
NY581919,67+80
NY582910,67
NY582911,67
NY582912,67
NY582913,67
NY582914,67
NY582915,67
NY582916,67
NY582917,67
NY582918,67
NY582919,67+80
NY583910,67
NY583911,67
NY583912,67
NY583913,67
NY583914,67
NY583915,67
NY583916,67
NY583917,67
NY583918,67
NY583919,67+80
NY584910,67
NY584911,67
NY584912,67
NY584913,67
NY584914,67
NY584915,67
NY584916,67
NY584917,67
NY584918,67
NY584919,67+80
NY585910,67
NY585911,67
NY585912,67
NY585913,67
NY585914,67
NY585915,67
NY585916,67
NY585917,67
NY585918,67
NY585919,67+80
NY586910,67
NY586911,67
NY586912,67
NY586913,67
NY586914,67
NY586915,67
NY586916,67
NY586917,67
NY586918,67
NY586919,67+80
NY587910,67
NY587911,67
NY587912,67
NY587913,67
NY587914,67
NY587915,67
NY587916,67
NY587917,67
NY587918,67
NY587919,67+80
NY588910,67
NY588911,67
NY588912,67
NY588913,67
NY588914,67
NY588915,67
NY588916,67
NY588917,67
NY588918,67
NY588919,67+80
NY589910,67
NY589911,67
NY589912,67
NY589913,67
NY589914,67
NY589915,67
NY589916,67
NY589917,67
NY589918,67
NY589919,67+80
NY5990,67
NY5991,67+80
NY590910,67
NY590911,67
NY590912,67
NY590913,67
NY590914,67
NY590915,67
NY590916,67
NY590917,67
NY590918,67
NY590919,67+80
NY591910,67
NY591911,67
NY591912,67
NY591913,67
NY591914,67
NY591915,67
NY591916,67
NY591917,67
NY591918,67
NY591919,67
NY592910,67
NY592911,67
NY592912,67
NY592913,67
NY592914,67
NY592915,67
NY592916,67
NY592917,67
NY592918,67
NY592919,67
NY593910,67
NY593911,67
NY593912,67
NY593913,67
NY593914,67
NY593915,67
NY593916,67
NY593917,67
NY593918,67
NY593919,67
NY594910,67
NY594911,67
NY594912,67
NY594913,67
NY594914,67
NY594915,67
NY594916,67
NY594917,67
NY594918,67
NY594919,67
NY595910,67
NY595911,67
NY595912,67
NY595913,67
NY595914,67
NY595915,67
NY595916,67
NY595917,67
NY595918,67
NY595919,67
NY596910,67
NY596911,67
NY596912,67
NY596913,67
NY596914,67
NY596915,67
NY596916,67
NY596917,67
NY596918,67
NY596919,67
NY597910,67
NY597911,67
NY597912,67
NY597913,67
NY597914,67
NY597915,67
NY597916,67
NY597917,67
NY597918,67
NY597919,67
NY598910,67
NY598911,67
NY598912,67
NY598913,67
NY598914,67
NY598915,67
NY598916,67
NY598917,67
NY598918,67
NY598919,67
NY599910,67
NY599911,67
NY599912,67
NY599913,67
NY599914,67
NY599915,67
NY599916,67
NY599917,67
NY599918,67
NY599919,67
NY59W,67+80
NY5992,67+80
NY590920,67+80
NY591920,67+80
NY592920,67+80
NY593920,67+80
NY593921,67+80
NY594920,67
NY594921,67+80
NY594922,67+80
NY595920,67
NY595921,67
NY595922,67+80
NY596920,67
NY596921,67
NY596922,67+80
NY596927,67+80
NY596928,67+80
NY596929,67+80
NY597920,67
NY597921,67
NY597922,67+80
NY597923,67+80
NY597924,67+80
NY597925,67+80
NY597926,67+80
NY597927,67+80
NY597928,67
NY597929,67
NY598920,67
NY598921,67
NY598922,67
NY598923,67+80
NY598924,67+80
NY598925,67
NY598926,67
NY598927,67
NY598928,67
NY598929,67
NY599920,67
NY599921,67
NY599922,67
NY599923,67+80
NY599924,67
NY599925,67
NY599926,67
NY599927,67
NY599928,67
NY599929,67
NY5993,67+80
NY596930,67+80
NY597930,67+80
NY597931,67+80
NY597932,67+80
NY597933,67+80
NY597934,67+80
NY598930,67
NY598931,67
NY598932,67
NY598933,67
NY598934,67+80
NY598935,67+80
NY598936,67+80
NY598937,67+80
NY598938,67+80
NY599930,67
NY599931,67
NY599932,67
NY599933,67
NY599934,67
NY599935,67
NY599936,67
NY599937,67
NY599938,67+80
NY599939,67+80
NY59X,67+80
NY5994,67+80
NY598940,67+80
NY598941,67+80
NY599940,67+80
NY599941,67+80
NY599942,67+80
NY599943,67+80
NY599944,67+80
NY599945,67+80
NY5995,67+80
NY593959,67+80
NY594959,67+80
NY595958,67+80
NY595959,67+80
NY596958,67+80
NY596959,67
NY597957,67+80
NY597958,67+80
NY597959,67
NY598956,67+80
NY598957,67+80
NY598958,67
NY598959,67
NY599955,67+80
NY599956,67+80
NY599957,67
NY599958,67
NY599959,67
NY59Y,67+80
NY5896,67+80
NY589963,67+80
NY5996,67+80
NY590962,67+80
NY590963,67+80
NY590964,67+80
NY591961,67+80
NY591962,67+80
NY591963,67
NY591964,67+80
NY592960,67+80
NY592961,67+80
NY592962,67
NY592963,67
NY592964,67+80
NY593960,67+80
NY593961,67
NY593962,67
NY593963,67
NY593964,67+80
NY593965,67+80
NY594960,67
NY594961,67
NY594962,67
NY594963,67
NY594964,67+80
NY594965,67+80
NY595960,67
NY595961,67
NY595962,67
NY595963,67
NY595964,67
NY595965,67+80
NY596960,67
NY596961,67
NY596962,67
NY596963,67
NY596964,67
NY596965,67+80
NY597960,67
NY597961,67
NY597962,67
NY597963,67
NY597964,67
NY597965,67+80
NY598960,67
NY598961,67
NY598962,67
NY598963,67
NY598964,67
NY598965,67+80
NY599960,67
NY599961,67
NY599962,67
NY599963,67
NY599964,67
NY599965,67+80
NY64,67+70
NY64NW,67+70
NY64NE,67+70
NY64I,67+70
NY6347,67+70
NY635478,67+70
NY635479,67+70
NY636476,67+70
NY636477,67+70
NY636478,67+70
NY636479,67
NY637475,67+70
NY637476,67+70
NY637477,67
NY637478,67
NY637479,67
NY638474,67+70
NY638475,67+70
NY638476,67
NY638477,67
NY638478,67
NY638479,67
NY639472,67+70
NY639473,67+70
NY639474,67+70
NY639475,67
NY639476,67
NY639477,67
NY639478,67
NY639479,67
NY64J,67+70
NY6249,67+70
NY627498,67+70
NY627499,67+70
NY628495,67+70
NY628496,67+70
NY628497,67+70
NY628498,67+70
NY628499,67
NY629491,67+70
NY629492,67+70
NY629493,67+70
NY629494,67+70
NY629495,67+70
NY629496,67
NY629497,67
NY629498,67
NY629499,67
NY6348,67+70
NY631488,67+70
NY631489,67+70
NY632486,67+70
NY632487,67+70
NY632488,67+70
NY632489,67
NY633484,67+70
NY633485,67+70
NY633486,67+70
NY633487,67
NY633488,67
NY633489,67
NY634481,67+70
NY634482,67+70
NY634483,67+70
NY634484,67+70
NY634485,67
NY634486,67
NY634487,67
NY634488,67
NY634489,67
NY635480,67+70
NY635481,67+70
NY635482,67
NY635483,67
NY635484,67
NY635485,67
NY635486,67
NY635487,67
NY635488,67
NY635489,67
NY636480,67
NY636481,67
NY636482,67
NY636483,67
NY636484,67
NY636485,67
NY636486,67
NY636487,67
NY636488,67
NY636489,67
NY637480,67
NY637481,67
NY637482,67
NY637483,67
NY637484,67
NY637485,67
NY637486,67
NY637487,67
NY637488,67
NY637489,67
NY638480,67
NY638481,67
NY638482,67
NY638483,67
NY638484,67
NY638485,67
NY638486,67
NY638487,67
NY638488,67
NY638489,67
NY639480,67
NY639481,67
NY639482,67
NY639483,67
NY639484,67
NY639485,67
NY639486,67
NY639487,67
NY639488,67
NY639489,67
NY6349,67+70
NY630490,67+70
NY630491,67+70
NY630492,67
NY630493,67
NY630494,67
NY630495,67
NY630496,67
NY630497,67
NY630498,67
NY630499,67
NY631490,67+70
NY631491,67
NY631492,67
NY631493,67
NY631494,67
NY631495,67
NY631496,67
NY631497,67
NY631498,67
NY631499,67
NY632490,67
NY632491,67
NY632492,67
NY632493,67
NY632494,67
NY632495,67
NY632496,67
NY632497,67
NY632498,67
NY632499,67
NY633490,67
NY633491,67
NY633492,67
NY633493,67
NY633494,67
NY633495,67
NY633496,67
NY633497,67
NY633498,67
NY633499,67
NY634490,67
NY634491,67
NY634492,67
NY634493,67
NY634494,67
NY634495,67
NY634496,67
NY634497,67
NY634498,67
NY634499,67
NY635490,67
NY635491,67
NY635492,67
NY635493,67
NY635494,67
NY635495,67
NY635496,67
NY635497,67
NY635498,67
NY635499,67
NY636490,67
NY636491,67
NY636492,67
NY636493,67
NY636494,67
NY636495,67
NY636496,67
NY636497,67
NY636498,67
NY636499,67
NY637490,67
NY637491,67
NY637492,67
NY637493,67
NY637494,67
NY637495,67
NY637496,67
NY637497,67
NY637498,67
NY637499,67
NY638490,67
NY638491,67
NY638492,67
NY638493,67
NY638494,67
NY638495,67
NY638496,67
NY638497,67
NY638498,67
NY638499,67
NY639490,67
NY639491,67
NY639492,67
NY639493,67
NY639494,67
NY639495,67
NY639496,67
NY639497,67
NY639498,67
NY639499,67
NY64M,67+70
NY6545,67+70
NY656459,67+70
NY657458,67+70
NY657459,67+70
NY658458,67+70
NY658459,67
NY659458,67+70
NY659459,67
NY64N,67+70
NY6446,67+70
NY642469,67+70
NY643469,67+70
NY644468,67+70
NY644469,67+70
NY645468,67+70
NY645469,67
NY646467,67+70
NY646468,67+70
NY646469,67
NY647467,67+70
NY647468,67
NY647469,67
NY648466,67+70
NY648467,67+70
NY648468,67
NY648469,67
NY649465,67+70
NY649466,67+70
NY649467,67
NY649468,67
NY649469,67
NY6447,67+70
NY640471,67+70
NY640472,67+70
NY640473,67
NY640474,67
NY640475,67
NY640476,67
NY640477,67
NY640478,67
NY640479,67
NY641470,67+70
NY641471,67+70
NY641472,67
NY641473,67
NY641474,67
NY641475,67
NY641476,67
NY641477,67
NY641478,67
NY641479,67
NY642470,67+70
NY642471,67
NY642472,67
NY642473,67
NY642474,67
NY642475,67
NY642476,67
NY642477,67
NY642478,67
NY642479,67
NY643470,67
NY643471,67
NY643472,67
NY643473,67
NY643474,67
NY643475,67
NY643476,67
NY643477,67
NY643478,67
NY643479,67
NY644470,67
NY644471,67
NY644472,67
NY644473,67
NY644474,67
NY644475,67
NY644476,67
NY644477,67
NY644478,67
NY644479,67
NY645470,67
NY645471,67
NY645472,67
NY645473,67
NY645474,67
NY645475,67
NY645476,67
NY645477,67
NY645478,67
NY645479,67
NY646470,67
NY646471,67
NY646472,67
NY646473,67
NY646474,67
NY646475,67
NY646476,67
NY646477,67
NY646478,67
NY646479,67
NY647470,67
NY647471,67
NY647472,67
NY647473,67
NY647474,67
NY647475,67
NY647476,67
NY647477,67
NY647478,67
NY647479,67
NY648470,67
NY648471,67
NY648472,67
NY648473,67
NY648474,67
NY648475,67
NY648476,67
NY648477,67
NY648478,67
NY648479,67
NY649470,67
NY649471,67
NY649472,67
NY649473,67
NY649474,67
NY649475,67
NY649476,67
NY649477,67
NY649478,67
NY649479,67
NY6546,67+70
NY650465,67+70
NY650466,67
NY650467,67
NY650468,67
NY650469,67
NY651464,67+70
NY651465,67+70
NY651466,67
NY651467,67
NY651468,67
NY651469,67
NY652463,67+70
NY652464,67+70
NY652465,67
NY652466,67
NY652467,67
NY652468,67
NY652469,67
NY653462,67+70
NY653463,67+70
NY653464,67
NY653465,67
NY653466,67
NY653467,67
NY653468,67
NY653469,67
NY654461,67+70
NY654462,67+70
NY654463,67
NY654464,67
NY654465,67
NY654466,67
NY654467,67
NY654468,67
NY654469,67
NY655460,67+70
NY655461,67+70
NY655462,67
NY655463,67
NY655464,67
NY655465,67
NY655466,67
NY655467,67
NY655468,67
NY655469,67
NY656460,67+70
NY656461,67
NY656462,67
NY656463,67
NY656464,67
NY656465,67
NY656466,67
NY656467,67
NY656468,67
NY656469,67
NY657460,67
NY657461,67
NY657462,67
NY657463,67
NY657464,67
NY657465,67
NY657466,67
NY657467,67
NY657468,67
NY657469,67
NY658460,67
NY658461,67
NY658462,67
NY658463,67
NY658464,67
NY658465,67
NY658466,67
NY658467,67
NY658468,67
NY658469,67
NY659460,67
NY659461,67
NY659462,67
NY659463,67
NY659464,67
NY659465,67
NY659466,67
NY659467,67
NY659468,67
NY659469,67
NY6547,67
NY64P,67
NY64S,67+70
NY6645,67+70
NY660458,67+70
NY660459,67
NY661458,67+70
NY661459,67
NY662458,67+70
NY662459,67
NY663458,67+70
NY663459,67
NY664458,67+70
NY664459,67
NY665458,67+70
NY665459,67+70
NY666459,67+70
NY667459,67+70
NY64T,67+70
NY6646,67+70
NY660460,67
NY660461,67
NY660462,67
NY660463,67
NY660464,67
NY660465,67
NY660466,67
NY660467,67
NY660468,67
NY660469,67
NY661460,67
NY661461,67
NY661462,67
NY661463,67
NY661464,67
NY661465,67
NY661466,67
NY661467,67
NY661468,67
NY661469,67
NY662460,67
NY662461,67
NY662462,67
NY662463,67
NY662464,67
NY662465,67
NY662466,67
NY662467,67
NY662468,67
NY662469,67
NY663460,67
NY663461,67
NY663462,67
NY663463,67
NY663464,67
NY663465,67
NY663466,67
NY663467,67
NY663468,67
NY663469,67
NY664460,67
NY664461,67
NY664462,67
NY664463,67
NY664464,67
NY664465,67
NY664466,67
NY664467,67
NY664468,67
NY664469,67
NY665460,67
NY665461,67
NY665462,67
NY665463,67
NY665464,67
NY665465,67
NY665466,67
NY665467,67
NY665468,67
NY665469,67
NY666460,67
NY666461,67
NY666462,67
NY666463,67
NY666464,67
NY666465,67
NY666466,67
NY666467,67
NY666468,67
NY666469,67
NY667460,67+70
NY667461,67
NY667462,67
NY667463,67
NY667464,67
NY667465,67
NY667466,67
NY667467,67
NY667468,67
NY667469,67
NY668460,67+70
NY668461,67
NY668462,67
NY668463,67
NY668464,67
NY668465,67
NY668466,67
NY668467,67
NY668468,67
NY668469,67
NY669460,67+70
NY669461,67
NY669462,67
NY669463,67
NY669464,67
NY669465,67
NY669466,67
NY669467,67
NY669468,67
NY669469,67
NY6647,67
NY6746,67+70
NY670460,67+70
NY670461,67
NY670462,67
NY670463,67
NY670464,67
NY670465,67
NY670466,67
NY670467,67
NY670468,67
NY670469,67
NY671460,67+70
NY671461,67+70
NY671462,67
NY671463,67
NY671464,67
NY671465,67
NY671466,67
NY671467,67
NY671468,67
NY671469,67
NY672461,67+70
NY672462,67
NY672463,67
NY672464,67
NY672465,67
NY672466,67
NY672467,67
NY672468,67
NY672469,67
NY673461,67+70
NY673462,67
NY673463,67
NY673464,67
NY673465,67
NY673466,67
NY673467,67
NY673468,67
NY673469,67
NY674461,67+70
NY674462,67+70
NY674463,67
NY674464,67
NY674465,67
NY674466,67
NY674467,67
NY674468,67
NY674469,67
NY675462,67+70
NY675463,67
NY675464,67
NY675465,67
NY675466,67
NY675467,67
NY675468,67
NY675469,67
NY676462,67+70
NY676463,67
NY676464,67
NY676465,67
NY676466,67
NY676467,67
NY676468,67
NY676469,67
NY677462,67+70
NY677463,67
NY677464,67
NY677465,67
NY677466,67
NY677467,67
NY677468,67
NY677469,67
NY678462,67+70
NY678463,67+70
NY678464,67
NY678465,67
NY678466,67
NY678467,67
NY678468,67
NY678469,67
NY679462,67+70
NY679463,67
NY679464,67
NY679465,67
NY679466,67
NY679467,67
NY679468,67
NY679469,67
NY6747,67
NY64U,67
NY64Y,67+70
NY6846,67+70
NY680462,67+70
NY680463,67
NY680464,67
NY680465,67
NY680466,67
NY680467,67
NY680468,67
NY680469,67
NY681462,67+70
NY681463,67
NY681464,67
NY681465,67
NY681466,67
NY681467,67
NY681468,67
NY681469,67
NY682462,67+70
NY682463,67+70
NY682464,67
NY682465,67
NY682466,67
NY682467,67
NY682468,67
NY682469,67
NY683463,67+70
NY683464,67+70
NY683465,67
NY683466,67
NY683467,67
NY683468,67
NY683469,67
NY684464,67+70
NY684465,67+70
NY684466,67
NY684467,67
NY684468,67
NY684469,67
NY685465,67+70
NY685466,67+70
NY685467,67
NY685468,67
NY685469,67
NY686466,67+70
NY686467,67+70
NY686468,67
NY686469,67
NY687467,67+70
NY687468,67+70
NY687469,67
NY688467,67+70
NY688468,67+70
NY688469,67
NY689468,67+70
NY689469,67+70
NY6847,67
NY6946,67+70
NY690469,67+70
NY691469,67+70
NY6947,67+70
NY690470,67
NY690471,67
NY690472,67
NY690473,67
NY690474,67
NY690475,67
NY690476,67
NY690477,67
NY690478,67
NY690479,67
NY691470,67+70
NY691471,67+70
NY691472,67
NY691473,67
NY691474,67
NY691475,67
NY691476,67
NY691477,67
NY691478,67
NY691479,67
NY692471,67+70
NY692472,67+70
NY692473,67
NY692474,67
NY692475,67
NY692476,67
NY692477,67
NY692478,67
NY692479,67
NY693472,67+70
NY693473,67+70
NY693474,67
NY693475,67
NY693476,67
NY693477,67
NY693478,67
NY693479,67
NY694473,67+70
NY694474,67+70
NY694475,67
NY694476,67
NY694477,67
NY694478,67
NY694479,67
NY695474,67+70
NY695475,67+70
NY695476,67
NY695477,67
NY695478,67
NY695479,67
NY696475,67+70
NY696476,67+70
NY696477,67+70
NY696478,67
NY696479,67
NY697477,67+70
NY697478,67+70
NY697479,67
NY698478,67+70
NY698479,67+70
NY699479,67+70
NY64Z,67+70
NY6848,67
NY6849,67
NY6948,67+70
NY690480,67
