SX,0+2+3+4
SX718949,3
SX719940,3
SX719941,3
SX719942,3
SX719943,3
SX719944,3
SX719945,3
SX719946,3
SX719947,3
SX719948,3
SX719949,3
SX7195,3+4
SX710950,4
SX710951,4
SX710952,4
SX710953,4
SX710954,4
SX710955,4
SX710956,4
SX710957,4
SX710958,4
SX710959,4
SX711950,4
SX711951,4
SX711952,4
SX711953,4
SX711954,4
SX711955,4
SX711956,4
SX711957,4
SX711958,4
SX711959,4
SX712950,3+4
SX712951,4
SX712952,4
SX712953,4
SX712954,4
SX712955,4
SX712956,4
SX712957,4
SX712958,4
SX712959,4
SX713950,3+4
SX713951,3+4
SX713952,3+4
SX713953,3+4
SX713954,3+4
SX713955,4
SX713956,4
SX713957,4
SX713958,4
SX713959,4
SX714950,3
SX714951,3
SX714952,3
SX714953,3
SX714954,3+4
SX714955,3+4
SX714956,3+4
SX714957,3+4
SX714958,3+4
SX714959,4
SX715950,3
SX715951,3
SX715952,3
SX715953,3
SX715954,3
SX715955,3
SX715956,3
SX715957,3
SX715958,3+4
SX715959,3+4
SX716950,3
SX716951,3
SX716952,3
SX716953,3
SX716954,3
SX716955,3
SX716956,3
SX716957,3
SX716958,3
SX716959,3
SX717950,3
SX717951,3
SX717952,3
SX717953,3
SX717954,3
SX717955,3
SX717956,3
SX717957,3
SX717958,3
SX717959,3
SX718950,3
SX718951,3
SX718952,3
SX718953,3
SX718954,3
SX718955,3
SX718956,3
SX718957,3
SX718958,3
SX718959,3
SX719950,3
SX719951,3
SX719952,3
SX719953,3
SX719954,3
SX719955,3
SX719956,3
SX719957,3
SX719958,3
SX719959,3
SX79D,3+4
SX7096,4
SX7097,4
SX7196,3+4
SX710960,4
SX710961,4
SX710962,4
SX710963,4
SX710964,4
SX710965,4
SX710966,4
SX710967,4
SX710968,4
SX710969,4
SX711960,4
SX711961,4
SX711962,4
SX711963,4
SX711964,4
SX711965,4
SX711966,4
SX711967,4
SX711968,4
SX711969,4
SX712960,4
SX712961,4
SX712962,4
SX712963,4
SX712964,4
SX712965,4
SX712966,4
SX712967,4
SX712968,4
SX712969,4
SX713960,4
SX713961,4
SX713962,4
SX713963,4
SX713964,4
SX713965,4
SX713966,4
SX713967,4
SX713968,4
SX713969,4
SX714960,4
SX714961,4
SX714962,4
SX714963,4
SX714964,4
SX714965,4
SX714966,4
SX714967,4
SX714968,4
SX714969,4
SX715960,3+4
SX715961,4
SX715962,4
SX715963,4
SX715964,4
SX715965,4
SX715966,4
SX715967,4
SX715968,4
SX715969,4
SX716960,3+4
SX716961,3+4
SX716962,3+4
SX716963,4
SX716964,4
SX716965,4
SX716966,4
SX716967,4
SX716968,4
SX716969,4
SX717960,3
SX717961,3
SX717962,3+4
SX717963,3+4
SX717964,3+4
SX717965,4
SX717966,4
SX717967,4
SX717968,4
SX717969,4
SX718960,3
SX718961,3
SX718962,3
SX718963,3
SX718964,3+4
SX718965,3+4
SX718966,3+4
SX718967,4
SX718968,4
SX718969,4
SX719960,3
SX719961,3
SX719962,3
SX719963,3
SX719964,3
SX719965,3
SX719966,3+4
SX719967,3+4
SX719968,4
SX719969,4
SX7197,4
SX79E,4
SX79F,3
SX79G,3
SX79H,3
SX79I,3+4
SX7296,3+4
SX720960,3
SX720961,3
SX720962,3
SX720963,3
SX720964,3
SX720965,3
SX720966,3
SX720967,3+4
SX720968,3+4
SX720969,4
SX721960,3
SX721961,3
SX721962,3
SX721963,3
SX721964,3
SX721965,3
SX721966,3
SX721967,3
SX721968,3+4
SX721969,3+4
SX722960,3
SX722961,3
SX722962,3
SX722963,3
SX722964,3
SX722965,3
SX722966,3
SX722967,3
SX722968,3
SX722969,3+4
SX723960,3
SX723961,3
SX723962,3
SX723963,3
SX723964,3
SX723965,3
SX723966,3
SX723967,3
SX723968,3
SX723969,3
SX724960,3
SX724961,3
SX724962,3
SX724963,3
SX724964,3
SX724965,3
SX724966,3
SX724967,3
SX724968,3
SX724969,3
SX725960,3
SX725961,3
SX725962,3
SX725963,3
SX725964,3
SX725965,3
SX725966,3
SX725967,3
SX725968,3
SX725969,3
SX726960,3
SX726961,3
SX726962,3
SX726963,3
SX726964,3
SX726965,3
SX726966,3
SX726967,3
SX726968,3
SX726969,3
SX727960,3
SX727961,3
SX727962,3
SX727963,3
SX727964,3
SX727965,3
SX727966,3
SX727967,3
SX727968,3
SX727969,3
SX728960,3
SX728961,3
SX728962,3
SX728963,3
SX728964,3
SX728965,3
SX728966,3
SX728967,3
SX728968,3
SX728969,3
SX729960,3
SX729961,3
SX729962,3
SX729963,3
SX729964,3
SX729965,3
SX729966,3
SX729967,3
SX729968,3
SX729969,3
SX7297,3+4
SX720970,4
SX720971,4
SX720972,4
SX720973,4
SX720974,4
SX720975,4
SX720976,4
SX720977,4
SX720978,4
SX720979,4
SX721970,4
SX721971,4
SX721972,4
SX721973,4
SX721974,4
SX721975,4
SX721976,4
SX721977,4
SX721978,4
SX721979,4
SX722970,3+4
SX722971,4
SX722972,4
SX722973,4
SX722974,4
SX722975,4
SX722976,4
SX722977,4
SX722978,4
SX722979,4
SX723970,3+4
SX723971,4
SX723972,4
SX723973,4
SX723974,4
SX723975,4
SX723976,4
SX723977,4
SX723978,4
SX723979,4
SX724970,3+4
SX724971,4
SX724972,4
SX724973,4
SX724974,4
SX724975,4
SX724976,4
SX724977,4
SX724978,4
SX724979,4
SX725970,3+4
SX725971,4
SX725972,4
SX725973,4
SX725974,4
SX725975,4
SX725976,4
SX725977,4
SX725978,4
SX725979,4
SX726970,3+4
SX726971,4
SX726972,4
SX726973,4
SX726974,4
SX726975,4
SX726976,4
SX726977,4
SX726978,4
SX726979,4
SX727970,3+4
SX727971,3+4
SX727972,4
SX727973,4
SX727974,4
SX727975,4
SX727976,4
SX727977,4
SX727978,4
SX727979,4
SX728970,3
SX728971,3+4
SX728972,4
SX728973,4
SX728974,4
SX728975,4
SX728976,4
SX728977,4
SX728978,4
SX728979,4
SX729970,3
SX729971,3+4
SX729972,4
SX729973,4
SX729974,4
SX729975,4
SX729976,4
SX729977,4
SX729978,4
SX729979,4
SX7396,3
SX7397,3+4
SX730970,3
SX730971,3+4
SX730972,4
SX730973,4
SX730974,4
SX730975,4
SX730976,4
SX730977,4
SX730978,4
SX730979,4
SX731970,3
SX731971,3+4
SX731972,4
SX731973,4
SX731974,4
SX731975,4
SX731976,4
SX731977,4
SX731978,4
SX731979,4
SX732970,3
SX732971,3+4
SX732972,4
SX732973,4
SX732974,4
SX732975,4
SX732976,4
SX732977,4
SX732978,4
SX732979,4
SX733970,3
SX733971,3+4
SX733972,4
SX733973,4
SX733974,4
SX733975,4
SX733976,4
SX733977,4
SX733978,4
SX733979,4
SX734970,3
SX734971,3+4
SX734972,3+4
SX734973,4
SX734974,4
SX734975,4
SX734976,4
SX734977,4
SX734978,4
SX734979,4
SX735970,3
SX735971,3
SX735972,3+4
SX735973,4
SX735974,4
SX735975,4
SX735976,4
SX735977,4
SX735978,4
SX735979,4
SX736970,3
SX736971,3
SX736972,3+4
SX736973,4
SX736974,4
SX736975,4
SX736976,4
SX736977,4
SX736978,4
SX736979,4
SX737970,3
SX737971,3
SX737972,3+4
SX737973,3+4
SX737974,4
SX737975,4
SX737976,4
SX737977,4
SX737978,4
SX737979,4
SX738970,3
SX738971,3
SX738972,3+4
SX738973,3+4
SX738974,4
SX738975,4
SX738976,4
SX738977,4
SX738978,4
SX738979,4
SX739970,3
SX739971,3+4
SX739972,3+4
SX739973,4
SX739974,4
SX739975,4
SX739976,4
SX739977,4
SX739978,4
SX739979,4
SX79J,4
SX79K,3
SX79L,3
SX79M,3
SX79N,3+4
SX7496,3+4
SX740960,3
SX740961,3
SX740962,3
SX740963,3
SX740964,3
SX740965,3
SX740966,3
SX740967,3
SX740968,3
SX740969,3
SX741960,3
SX741961,3
SX741962,3
SX741963,3
SX741964,3
SX741965,3
SX741966,3
SX741967,3
SX741968,3
SX741969,3
SX742960,3
SX742961,3
SX742962,3
SX742963,3
SX742964,3
SX742965,3
SX742966,3
SX742967,3
SX742968,3
SX742969,3
SX743960,3
SX743961,3
SX743962,3
SX743963,3
SX743964,3
SX743965,3
SX743966,3
SX743967,3
SX743968,3
SX743969,3
SX744960,3
SX744961,3
SX744962,3
SX744963,3
SX744964,3
SX744965,3
SX744966,3
SX744967,3
SX744968,3+4
SX744969,3+4
SX745960,3
SX745961,3
SX745962,3
SX745963,3
SX745964,3+4
SX745965,3+4
SX745966,3+4
SX745967,3+4
SX745968,3+4
SX745969,4
SX746960,3
SX746961,3
SX746962,3
SX746963,3
SX746964,3
SX746965,3+4
SX746966,3+4
SX746967,4
SX746968,4
SX746969,4
SX747960,3
SX747961,3
SX747962,3
SX747963,3
SX747964,3
SX747965,3
SX747966,3+4
SX747967,4
SX747968,4
SX747969,4
SX748960,3
SX748961,3
SX748962,3
SX748963,3
SX748964,3
SX748965,3
SX748966,3+4
SX748967,4
SX748968,4
SX748969,4
SX749960,3
SX749961,3
SX749962,3
SX749963,3
SX749964,3
SX749965,3
SX749966,3+4
SX749967,4
SX749968,4
SX749969,4
SX7497,3+4
SX740970,3
SX740971,3+4
SX740972,4
SX740973,4
SX740974,4
SX740975,4
SX740976,4
SX740977,4
SX740978,4
SX740979,4
SX741970,3+4
SX741971,3+4
SX741972,4
SX741973,4
SX741974,4
SX741975,4
SX741976,4
SX741977,4
SX741978,4
SX741979,4
SX742970,3+4
SX742971,3+4
SX742972,4
SX742973,4
SX742974,4
SX742975,4
SX742976,4
SX742977,4
SX742978,4
SX742979,4
SX743970,3+4
SX743971,4
SX743972,4
SX743973,4
SX743974,4
SX743975,4
SX743976,4
SX743977,4
SX743978,4
SX743979,4
SX744970,3+4
SX744971,4
SX744972,4
SX744973,4
SX744974,4
SX744975,4
SX744976,4
SX744977,4
SX744978,4
SX744979,4
SX745970,4
SX745971,4
SX745972,4
SX745973,4
SX745974,4
SX745975,4
SX745976,4
SX745977,4
SX745978,4
SX745979,4
SX746970,4
SX746971,4
SX746972,4
SX746973,4
SX746974,4
SX746975,4
SX746976,4
SX746977,4
SX746978,4
SX746979,4
SX747970,4
SX747971,4
SX747972,4
SX747973,4
SX747974,4
SX747975,4
SX747976,4
SX747977,4
SX747978,4
SX747979,4
SX748970,4
SX748971,4
SX748972,4
SX748973,4
SX748974,4
SX748975,4
SX748976,4
SX748977,4
SX748978,4
SX748979,4
SX749970,4
SX749971,4
SX749972,4
SX749973,4
SX749974,4
SX749975,4
SX749976,4
SX749977,4
SX749978,4
SX749979,4
SX7596,3+4
SX750960,3
SX750961,3
SX750962,3
SX750963,3
SX750964,3
SX750965,3
SX750966,3+4
SX750967,3+4
SX750968,4
SX750969,4
SX751960,3
SX751961,3
SX751962,3
SX751963,3
SX751964,3
SX751965,3
SX751966,3
SX751967,3+4
SX751968,4
SX751969,4
SX752960,3
SX752961,3
SX752962,3
SX752963,3
SX752964,3
SX752965,3
SX752966,3
SX752967,3+4
SX752968,3+4
SX752969,4
SX753960,3
SX753961,3
SX753962,3
SX753963,3
SX753964,3
SX753965,3
SX753966,3
SX753967,3
SX753968,3+4
SX753969,3+4
SX754960,3
SX754961,3
SX754962,3
SX754963,3
SX754964,3
SX754965,3
SX754966,3
SX754967,3
SX754968,3
SX754969,3+4
SX755960,3
SX755961,3
SX755962,3
SX755963,3
SX755964,3
SX755965,3
SX755966,3
SX755967,3
SX755968,3
SX755969,3
SX756960,3
SX756961,3
SX756962,3
SX756963,3
SX756964,3
SX756965,3
SX756966,3
SX756967,3
SX756968,3
SX756969,3
SX757960,3
SX757961,3
SX757962,3
SX757963,3
SX757964,3
SX757965,3
SX757966,3
SX757967,3
SX757968,3
SX757969,3
SX758960,3
SX758961,3
SX758962,3
SX758963,3
SX758964,3
SX758965,3
SX758966,3
SX758967,3
SX758968,3
SX758969,3
SX759960,3
SX759961,3
SX759962,3
SX759963,3
SX759964,3
SX759965,3
SX759966,3
SX759967,3
SX759968,3
SX759969,3
SX7597,3+4
SX750970,4
SX750971,4
SX750972,4
SX750973,4
SX750974,4
SX750975,4
SX750976,4
SX750977,4
SX750978,4
SX750979,4
SX751970,4
SX751971,4
SX751972,4
SX751973,4
SX751974,4
SX751975,4
SX751976,4
SX751977,4
SX751978,4
SX751979,4
SX752970,4
SX752971,4
SX752972,4
SX752973,4
SX752974,4
SX752975,4
SX752976,4
SX752977,4
SX752978,4
SX752979,4
SX753970,4
SX753971,4
SX753972,4
SX753973,4
SX753974,4
SX753975,4
SX753976,4
SX753977,4
SX753978,4
SX753979,4
SX754970,3+4
SX754971,4
SX754972,4
SX754973,4
SX754974,4
SX754975,4
SX754976,4
SX754977,4
SX754978,4
SX754979,4
SX755970,3+4
SX755971,4
SX755972,4
SX755973,4
SX755974,4
SX755975,4
SX755976,4
SX755977,4
SX755978,4
SX755979,4
SX756970,3+4
SX756971,3+4
SX756972,4
SX756973,4
SX756974,4
SX756975,4
SX756976,4
SX756977,4
SX756978,4
SX756979,4
SX757970,3
SX757971,3+4
SX757972,4
SX757973,4
SX757974,4
SX757975,4
SX757976,4
SX757977,4
SX757978,4
SX757979,4
SX758970,3
SX758971,3+4
SX758972,3+4
SX758973,4
SX758974,4
SX758975,4
SX758976,4
SX758977,4
SX758978,4
SX758979,4
SX759970,3
SX759971,3
SX759972,3+4
SX759973,3+4
SX759974,4
SX759975,4
SX759976,4
SX759977,4
SX759978,4
SX759979,4
SX79P,4
SX79Q,3
SX79R,3
SX79S,3
SX79T,3+4
SX7696,3
SX7697,3+4
SX760970,3
SX760971,3
SX760972,3
SX760973,3+4
SX760974,4
SX760975,4
SX760976,4
SX760977,4
SX760978,4
SX760979,4
SX761970,3
SX761971,3
SX761972,3
SX761973,3+4
SX761974,3+4
SX761975,4
SX761976,4
SX761977,4
SX761978,4
SX761979,4
SX762970,3
SX762971,3
SX762972,3
SX762973,3
SX762974,3+4
SX762975,3+4
SX762976,4
SX762977,4
SX762978,4
SX762979,4
SX763970,3
SX763971,3
SX763972,3
SX763973,3
SX763974,3
SX763975,3+4
SX763976,3+4
SX763977,4
SX763978,4
SX763979,4
SX764970,3
SX764971,3
SX764972,3
SX764973,3
SX764974,3
SX764975,3
SX764976,3+4
SX764977,3+4
SX764978,4
SX764979,4
SX765970,3
SX765971,3
SX765972,3
SX765973,3
SX765974,3
SX765975,3
SX765976,3
SX765977,3+4
SX765978,3+4
SX765979,4
SX766970,3
SX766971,3
SX766972,3
SX766973,3
SX766974,3
SX766975,3
SX766976,3
SX766977,3
SX766978,3+4
SX766979,4
SX767970,3
SX767971,3
SX767972,3
SX767973,3
SX767974,3
SX767975,3
SX767976,3
SX767977,3+4
SX767978,3+4
SX767979,4
SX768970,3
SX768971,3
SX768972,3
SX768973,3
SX768974,3
SX768975,3
SX768976,3
SX768977,3+4
SX768978,4
SX768979,4
SX769970,3
SX769971,3
SX769972,3
SX769973,3
SX769974,3
SX769975,3
SX769976,3
SX769977,3+4
SX769978,4
SX769979,4
SX7796,3
SX7797,3+4
SX770970,3
SX770971,3
SX770972,3
SX770973,3
SX770974,3
SX770975,3
SX770976,3+4
SX770977,3+4
SX770978,4
SX770979,4
SX771970,3
SX771971,3
SX771972,3
SX771973,3
SX771974,3
SX771975,3
SX771976,3+4
SX771977,4
SX771978,4
SX771979,4
SX772970,3
SX772971,3
SX772972,3
SX772973,3
SX772974,3
SX772975,3+4
SX772976,3+4
SX772977,4
SX772978,4
SX772979,4
SX773970,3
SX773971,3
SX773972,3
SX773973,3
SX773974,3
SX773975,3
SX773976,3+4
SX773977,3+4
SX773978,3+4
SX773979,3+4
SX774970,3
SX774971,3
SX774972,3
SX774973,3
SX774974,3
SX774975,3
SX774976,3
SX774977,3+4
SX774978,3+4
SX774979,3+4
SX775970,3
SX775971,3
SX775972,3
SX775973,3
SX775974,3
SX775975,3
SX775976,3
SX775977,3
SX775978,3
SX775979,3
SX776970,3
SX776971,3
SX776972,3
SX776973,3
SX776974,3
SX776975,3
SX776976,3
SX776977,3
SX776978,3
SX776979,3
SX777970,3
SX777971,3
SX777972,3
SX777973,3
SX777974,3
SX777975,3
SX777976,3
SX777977,3
SX777978,3
SX777979,3
SX778970,3
SX778971,3
SX778972,3
SX778973,3
SX778974,3
SX778975,3
SX778976,3
SX778977,3
SX778978,3
SX778979,3
SX779970,3
SX779971,3
SX779972,3
SX779973,3
SX779974,3
SX779975,3
SX779976,3
SX779977,3
SX779978,3
SX779979,3
SX79U,3+4
SX7698,4
SX7699,4
SX7798,3+4
SX770980,4
SX770981,4
SX770982,4
SX770983,4
SX770984,4
SX770985,4
SX770986,4
SX770987,4
SX770988,4
SX770989,4
SX771980,4
SX771981,4
SX771982,4
SX771983,4
SX771984,4
SX771985,4
SX771986,4
SX771987,4
SX771988,4
SX771989,4
SX772980,4
SX772981,4
SX772982,4
SX772983,4
SX772984,4
SX772985,4
SX772986,4
SX772987,4
SX772988,4
SX772989,4
SX773980,3+4
SX773981,4
SX773982,4
SX773983,4
SX773984,4
SX773985,4
SX773986,4
SX773987,4
SX773988,4
SX773989,4
SX774980,3+4
SX774981,3+4
SX774982,4
SX774983,4
SX774984,4
SX774985,4
SX774986,4
SX774987,4
SX774988,4
SX774989,4
SX775980,3
SX775981,3+4
SX775982,3+4
SX775983,4
SX775984,4
SX775985,4
SX775986,4
SX775987,4
SX775988,4
SX775989,4
SX776980,3
SX776981,3
SX776982,3+4
SX776983,3+4
SX776984,3+4
SX776985,4
SX776986,4
SX776987,4
SX776988,4
SX776989,3+4
SX777980,3
SX777981,3
SX777982,3
SX777983,3
SX777984,3+4
SX777985,3+4
SX777986,3+4
SX777987,3+4
SX777988,3+4
SX777989,3+4
SX778980,3
SX778981,3
SX778982,3
SX778983,3
SX778984,3
SX778985,3
SX778986,3+4
SX778987,3
SX778988,3
SX778989,3
SX779980,3
SX779981,3
SX779982,3
SX779983,3
SX779984,3
SX779985,3
SX779986,3
SX779987,3
SX779988,3
SX779989,3
SX7799,3+4
SX770990,4
SX770991,4
SX770992,4
SX770993,4
SX770994,4
SX770995,4
SX770996,4
SX770997,4
SX770998,4
SX770999,4
SX771990,4
SX771991,4
SX771992,4
SX771993,4
SX771994,4
SX771995,4
SX771996,4
SX771997,4
SX771998,4
SX771999,4
SX772990,4
SX772991,4
SX772992,4
SX772993,4
SX772994,4
SX772995,4
SX772996,4
SX772997,4
SX772998,4
SX772999,4
SX773990,3+4
SX773991,3+4
SX773992,3+4
SX773993,3+4
SX773994,3+4
SX773995,4
SX773996,4
SX773997,4
SX773998,4
SX773999,4
SX774990,3+4
SX774991,3
SX774992,3
SX774993,3
SX774994,3+4
SX774995,4
SX774996,4
SX774997,4
SX774998,4
SX774999,4
SX775990,3+4
SX775991,3
SX775992,3
SX775993,3
SX775994,3+4
SX775995,3+4
SX775996,4
SX775997,4
SX775998,4
SX775999,4
SX776990,3+4
SX776991,3
SX776992,3
SX776993,3
SX776994,3
SX776995,3+4
SX776996,4
SX776997,4
SX776998,4
SX776999,4
SX777990,3
SX777991,3
SX777992,3
SX777993,3
SX777994,3
SX777995,3+4
SX777996,3+4
SX777997,3+4
SX777998,3+4
SX777999,4
SX778990,3
SX778991,3
SX778992,3
SX778993,3
SX778994,3
SX778995,3+4
SX778996,3+4
SX778997,3
SX778998,3+4
SX778999,3+4
SX779990,3
SX779991,3
SX779992,3
SX779993,3
SX779994,3
SX779995,3
SX779996,3
SX779997,3
SX779998,3+4
SX779999,3+4
SX79V,3
SX79W,3
SX79X,3
SX79Y,3
SX79Z,3+4
SX7898,3
SX7899,3+4
SX780990,3
SX780991,3
SX780992,3
SX780993,3
SX780994,3
SX780995,3
SX780996,3
SX780997,3
SX780998,3+4
SX780999,3+4
SX781990,3
SX781991,3
SX781992,3
SX781993,3
SX781994,3
SX781995,3
SX781996,3
SX781997,3
SX781998,3
SX781999,3+4
SX782990,3
SX782991,3
SX782992,3
SX782993,3
SX782994,3
SX782995,3
SX782996,3
SX782997,3
SX782998,3
SX782999,3+4
SX783990,3
SX783991,3
SX783992,3
SX783993,3
SX783994,3
SX783995,3
SX783996,3
SX783997,3
SX783998,3
SX783999,3
SX784990,3
SX784991,3
SX784992,3
SX784993,3
SX784994,3
SX784995,3
SX784996,3
SX784997,3
SX784998,3
SX784999,3+4
SX785990,3
SX785991,3
SX785992,3
SX785993,3
SX785994,3
SX785995,3
SX785996,3
SX785997,3
SX785998,3
SX785999,3+4
SX786990,3
SX786991,3
SX786992,3
SX786993,3
SX786994,3
SX786995,3
SX786996,3
SX786997,3
SX786998,3
SX786999,3
SX787990,3
SX787991,3
SX787992,3
SX787993,3
SX787994,3
SX787995,3
SX787996,3
SX787997,3
SX787998,3
SX787999,3
SX788990,3
SX788991,3
SX788992,3
SX788993,3
SX788994,3
SX788995,3
SX788996,3
SX788997,3
SX788998,3
SX788999,3
SX789990,3
SX789991,3
SX789992,3
SX789993,3
SX789994,3
SX789995,3
SX789996,3
SX789997,3
SX789998,3
SX789999,3
SX7998,3
SX7999,3
SX80,0
SX81,0
SX82,0
SX83,0+3
SX83SW,0
SX83NW,0+3
SX83SE,0
SX83NE,0
SX83A,0
SX83B,0
SX83C,0
SX83D,0+3
SX8036,0+3
SX800360,0
SX800361,0
SX800362,0
SX800363,0
SX800364,0
SX800365,0
SX800366,0
SX800367,0
SX800368,0+3
SX800369,0+3
SX801360,0
SX801361,0
SX801362,0
SX801363,0
SX801364,0
SX801365,0
SX801366,0
SX801367,0
SX801368,0
SX801369,0+3
SX802360,0
SX802361,0
SX802362,0
SX802363,0
SX802364,0
SX802365,0
SX802366,0
SX802367,0
SX802368,0
SX802369,0
SX803360,0
SX803361,0
SX803362,0
SX803363,0
SX803364,0
SX803365,0
SX803366,0
SX803367,0
SX803368,0
SX803369,0
SX804360,0
SX804361,0
SX804362,0
SX804363,0
SX804364,0
SX804365,0
SX804366,0
SX804367,0
SX804368,0
SX804369,0+3
SX805360,0
SX805361,0
SX805362,0
SX805363,0
SX805364,0
SX805365,0
SX805366,0
SX805367,0
SX805368,0
SX805369,0+3
SX806360,0
SX806361,0
SX806362,0
SX806363,0
SX806364,0
SX806365,0
SX806366,0
SX806367,0
SX806368,0
SX806369,0+3
SX807360,0
SX807361,0
SX807362,0
SX807363,0
SX807364,0
SX807365,0
SX807366,0
SX807367,0
SX807368,0
SX807369,0+3
SX808360,0
SX808361,0
SX808362,0
SX808363,0
SX808364,0
SX808365,0
SX808366,0
SX808367,0
SX808368,0
SX808369,0+3
SX809360,0
SX809361,0
SX809362,0
SX809363,0
SX809364,0
SX809365,0
SX809366,0
SX809367,0
SX809368,0+3
SX809369,0+3
SX8037,0+3
SX800370,0+3
SX800371,3
SX800372,3
SX800373,3
SX800374,3
SX800375,3
SX800376,3
SX800377,3
SX800378,3
SX800379,3
SX801370,0+3
SX801371,3
SX801372,3
SX801373,3
SX801374,3
SX801375,3
SX801376,3
SX801377,3
SX801378,3
SX801379,3
SX802370,0+3
SX802371,3
SX802372,3
SX802373,3
SX802374,3
SX802375,3
SX802376,3
SX802377,3
SX802378,3
SX802379,3
SX803370,0+3
SX803371,3
SX803372,3
SX803373,3
SX803374,3
SX803375,3
SX803376,3
SX803377,3
SX803378,3
SX803379,3
SX804370,3
SX804371,3
SX804372,3
SX804373,3
SX804374,3
SX804375,3
SX804376,3
SX804377,3
SX804378,3
SX804379,3
SX805370,3
SX805371,3
SX805372,3
SX805373,3
SX805374,3
SX805375,3
SX805376,3
SX805377,3
SX805378,3
SX805379,3
SX806370,3
SX806371,3
SX806372,3
SX806373,3
SX806374,3
SX806375,3
SX806376,3
SX806377,3
SX806378,3
SX806379,3
SX807370,3
SX807371,3
SX807372,3
SX807373,3
SX807374,3
SX807375,3
SX807376,3
SX807377,3
SX807378,3
SX807379,3
SX808370,3
SX808371,3
SX808372,3
SX808373,3
SX808374,3
SX808375,3
SX808376,3
SX808377,3
SX808378,3
SX808379,3
SX809370,3
SX809371,3
SX809372,3
SX809373,3
SX809374,3
SX809375,3
SX809376,3
SX809377,3
SX809378,3
SX809379,3
SX8136,0+3
SX810360,0
SX810361,0
SX810362,0
SX810363,0
SX810364,0
SX810365,0
SX810366,0
SX810367,0
SX810368,0+3
SX810369,3
SX811360,0
SX811361,0
SX811362,0
SX811363,0
SX811364,0
SX811365,0
SX811366,0
SX811367,0
SX811368,0+3
SX811369,3
SX812360,0
SX812361,0
SX812362,0
SX812363,0
SX812364,0
SX812365,0
SX812366,0
SX812367,0
SX812368,0+3
SX812369,0+3
SX813360,0
SX813361,0
SX813362,0
SX813363,0
SX813364,0
SX813365,0
SX813366,0
SX813367,0
SX813368,0+3
SX813369,3
SX814360,0
SX814361,0
SX814362,0
SX814363,0
SX814364,0
SX814365,0
SX814366,0
SX814367,0
SX814368,0+3
SX814369,0+3
SX815360,0
SX815361,0
SX815362,0
SX815363,0
SX815364,0
SX815365,0
SX815366,0
SX815367,0
SX815368,0+3
SX815369,3
SX816360,0
SX816361,0
SX816362,0
SX816363,0
SX816364,0
SX816365,0
SX816366,0
SX816367,0
SX816368,0+3
SX816369,3
SX817360,0
SX817361,0
SX817362,0
SX817363,0
SX817364,0
SX817365,0
SX817366,0
SX817367,0+3
SX817368,0+3
SX817369,3
SX818360,0
SX818361,0
SX818362,0
SX818363,0
SX818364,0
SX818365,0+3
SX818366,0+3
SX818367,0+3
SX818368,3
SX818369,3
SX819360,0
SX819361,0
SX819362,0
SX819363,0
SX819364,0
SX819365,0+3
SX819366,3
SX819367,3
SX819368,3
SX819369,3
SX8137,0+3
SX810370,3
SX810371,3
SX810372,3
SX810373,3
SX810374,3
SX810375,3
SX810376,3
SX810377,3
SX810378,3
SX810379,3
SX811370,3
SX811371,3
SX811372,3
SX811373,3
SX811374,3
SX811375,3
SX811376,3
SX811377,3
SX811378,3
SX811379,3
SX812370,3
SX812371,3
SX812372,3
SX812373,3
SX812374,3
SX812375,3
SX812376,3
SX812377,3
SX812378,3
SX812379,3
SX813370,3
SX813371,3
SX813372,3
SX813373,3
SX813374,3
SX813375,3
SX813376,3
SX813377,3
SX813378,3
SX813379,3
SX814370,3
SX814371,3
SX814372,3
SX814373,3
SX814374,3
SX814375,3
SX814376,3
SX814377,3
SX814378,3
SX814379,3
SX815370,3
SX815371,3
SX815372,3
SX815373,3
SX815374,3
SX815375,3
SX815376,3
SX815377,3
SX815378,3
SX815379,3
SX816370,3
SX816371,3
SX816372,3
SX816373,3
SX816374,3
SX816375,3
SX816376,3
SX816377,3
SX816378,3
SX816379,3
SX817370,3
SX817371,3
SX817372,3
SX817373,3
SX817374,3
SX817375,3
SX817376,3
SX817377,3
SX817378,3
SX817379,3
SX818370,3
SX818371,3
SX818372,3
SX818373,3
SX818374,3
SX818375,3
SX818376,3
SX818377,3
SX818378,3
SX818379,3
SX819370,3
SX819371,3
SX819372,3
SX819373,3
SX819374,3
SX819375,3
SX819376,3
SX819377,3
SX819378,3
SX819379,0+3
SX83E,0+3
SX8038,3
SX8039,3
SX8138,0+3
SX810380,3
SX810381,3
SX810382,3
SX810383,3
SX810384,3
SX810385,3
SX810386,3
SX810387,3
SX810388,3
SX810389,3
SX811380,3
SX811381,3
SX811382,3
SX811383,3
SX811384,3
SX811385,3
SX811386,3
SX811387,3
SX811388,3
SX811389,3
SX812380,3
SX812381,3
SX812382,3
SX812383,3
SX812384,3
SX812385,3
SX812386,3
SX812387,3
SX812388,3
SX812389,3
SX813380,3
SX813381,3
SX813382,3
SX813383,3
SX813384,3
SX813385,3
SX813386,3
SX813387,3
SX813388,3
SX813389,3
SX814380,3
SX814381,3
SX814382,3
SX814383,3
SX814384,3
SX814385,3
SX814386,3
SX814387,3
SX814388,3
SX814389,3
SX815380,3
SX815381,3
SX815382,3
SX815383,3
SX815384,3
SX815385,3
SX815386,3
